10.0,0
0.96,0
0.92,0
0.88,0
0.84,0
0.8,0
0.76,0
0.72,0
0.68,0
0.64,0
0.6,0
0.56,0
0.52,0
0.48,0
0.44,0
0.4,0
0.36,0
0.32,0
0.28,0
0.24,0
0.2,0
0.16,0
0.12,0
0.08,0
0.0399999999999999,0
0.0,0
-0.04,0
-0.0800000000000001,0
-0.12,0
-0.16,0
-0.2,0
-0.24,0
-0.28,0
-0.32,0
-0.36,0
-0.4,0
-0.44,0
-0.48,0
-0.52,0
-0.56,0
-0.6,0
-0.64,0
-0.68,0
-0.72,0
-0.76,0
-0.8,0
-0.84,0
-0.88,0
-0.92,0
-0.96,0
-1.0,0
-1.04,1022
-1.08,89425
-1.12,173740
-1.16,184982
-1.2,174762
-1.24,171185
-1.28,143591
-1.32,146146
-1.36,168119
-1.4,148190
-1.44,165564
-1.48,107821
-1.52,129794
-1.56,149212
-1.6,114975
-1.64,130816
-1.68,113442
-1.72,110887
-1.76,114464
-1.8,99134
-1.84,95557
-1.88,112931
-1.92,103733
-1.96,97601
-2.0,104244
-2.04,92491
-2.08,99134
-2.12,112420
-2.16,86359
-2.2,98623
-2.24,84315
-2.28,80738
-2.32,91469
-2.36,78694
-2.4,78694
-2.44,77672
-2.48,79205
-2.52,81249
-2.56,82782
-2.6,77161
-2.64,80227
-2.68,70518
-2.72,68474
-2.76,92491
-2.8,69496
-2.84,81249
-2.88,58765
-2.92,62853
-2.96,68474
-3.0,65919
-3.04,63364
-3.08,82782
-3.12,59787
-3.16,57232
-3.2,61831
-3.24,58765
-3.28,64386
-3.32,58254
-3.36,65408
-3.4,65408
-3.44,50078
-3.48,58765
-3.52,56210
-3.56,57232
-3.6,60809
-3.64,58765
-3.68,58254
-3.72,60809
-3.76,49056
-3.8,62342
-3.84,56210
-3.88,61320
-3.92,60298
-3.96,54677
-4.0,35770
-4.04,66430
-4.08,55188
-4.12,55188
-4.16,43435
-4.2,50078
-4.24,52122
-4.28,53655
-4.32,64386
-4.36,47012
-4.4,52122
-4.44,44457
-4.48,46501
-4.52,45990
-4.56,50078
-4.6,49567
-4.64,48545
-4.68,47012
-4.72,48545
-4.76,47523
-4.8,40369
-4.84,33726
-4.88,45990
-4.92,41391
-4.96,53655
-5.0,48545
-5.04,45990
-5.08,46501
-5.12,45990
-5.16,49056
-5.2,51100
-5.24,51100
-5.28,51611
-5.32,37814
-5.36,47523
-5.4,47523
-5.44,34237
-5.48,30660
-5.52,31171
-5.56,47012
-5.6,43435
-5.64,35259
-5.68,42413
-5.72,39347
-5.76,36792
-5.8,37814
-5.84,36792
-5.88,31682
-5.92,36792
-5.96,33726
-6.0,28105
-6.04,27594
-6.08,38325
-6.12,21462
-6.16,20440
-6.2,20440
-6.24,17885
-6.28,20440
-6.32,19929
-6.36,17374
-6.4,8687
-6.44,11242
-6.48,13286
-6.52,9198
-6.56,7154
-6.6,4088
-6.64,4599
-6.68,5621
-6.72,1022
-6.76,2555
-6.8,4088
-6.84,1022
-6.88,1022
-6.92,511
-6.96,0
-7.0,0
-7.04,2044
-7.08,2044
-7.12,511
-7.16,1022
-7.2,0
-7.24,0
-7.28,0
-7.32,0
-7.36,0
-7.4,0
-7.44,0
-7.48,0
-7.52,0
-7.56,0
-7.6,511
-7.64,0
-7.68,0
-7.72,0
-7.76,0
-7.8,0
-7.84,0
-7.88,0
-7.92,0
-7.96,0
-8.0,0
-8.04,0
-8.08,0
-8.12,0
-8.16,0
-8.2,0
-8.24,0
-8.28,0
-8.32,0
-8.36,0
-8.4,0
-8.44,0
-8.48,0
-8.52,0
-8.56,0
-8.6,0
-8.64,0
-8.68,0
-8.72,0
-8.76,0
-8.8,0
-8.84,0
-8.88,0
-8.92,0
-8.96,0
-9.0,0
-10.0,0
