1.0,0.7586,0.1144
1.2,0.9128,0.1474
1.4,1.0633,0.1843
1.6,1.2086,0.1513
1.8,1.3841,0.1853
2.0,1.5513,0.1988
2.2,1.7044,0.0003
2.4,1.8855,0.1995
2.6,2.0280,0.2087
2.8,2.1930,0.2166
3.0,2.3428,0.2304
3.2,2.4825,0.2094
3.4,2.6228,0.1986
3.6,2.7811,0.1767
3.8,2.8921,0.1933
4.0,3.0401,0.1891
4.2,3.1685,0.2072
